id,state_id,city,klan_number,nickname,notes,latitude,longitude,year
375,72,Chicago,5,Not Named,No Notes,41.8781136,-87.6297982,1924
376,72,Chicago,6,Austin Klan,No Notes,41.8781136,-87.6297982,1922
377,72,Chicago,8,Stephen Edgar Brown Klan,No Notes,41.8781136,-87.6297982,1930
378,72,Chicago,9,Logan Square Klan,AKA Logan Square Klan,41.8781136,-87.6297982,1924
379,72,Chicago,10,U. S. Grant Klan,No Notes,41.8781136,-87.6297982,1923
380,72,Chicago,11,Garfield Park,"Reinstated, and there are now 31 Klans in Chicago",41.8781136,-87.6297982,1923
381,72,Freeport,12,Albert Pike Klan,No Notes,42.2966861,-89.6212271,1923
382,72,Danville,14,Not Named,No Notes,40.124481,-87.6300207,1923
383,72,Chicago,15,Not Named,No Notes,41.8781136,-87.6297982,1923
384,72,Chicago,16,Thomas E. Watson Klan,No Notes,41.8781136,-87.6297982,1923
385,72,Chicago,17,Not Named,No Notes,41.8781136,-87.6297982,1923
386,72,Mount Pulaski,21,Not Named,No Notes,40.0108767,-89.282314,1923
387,72,Kewanee,22,Not Named,No Notes,41.2455927,-89.9248303,1926
388,72,Crawfordsville,23,Montgomery County Klan,No Notes,38.866667,-87.669444,1923
389,72,Peoria,23,Not Named,No Notes,40.6936488,-89.5889864,1923
390,72,Mattoon,24,Zenith Klan,"may have also connection with Champain, Ill",39.4830897,-88.3728255,1923
391,72,Ft. Dearborn,24,Not Named,No Notes,41.8433683,-87.6100904,1929
392,72,Oak Park,25,Uno Klan,No Notes,41.8850317,-87.7845025,1923
393,72,Chicago,26,South Shore Klan,"Of Cook County was organized on 19 April 1922. On 7 November 1923 invited ECs of all Cook County Klans to a meeting, representatives of 23 Klans were present",41.8781136,-87.6297982,1923
394,72,Maywood,27,Not Named,No Notes,41.8791979,-87.8431155,1923
395,72,Princeton,28,Not Named,No Notes,41.3680919,-89.4648145,1923
396,72,Mattoon,29,Not Named,No Notes,39.4830897,-88.3728255,1923
397,72,Pekin,31,Not Named,No Notes,40.5675388,-89.640658,1923
398,72,Chicago,33,Kenwood Klan,May have been reinstated,41.8781136,-87.6297982,1923
399,72,Ottawa,34,Illini Klan,May have connection to Serena Township,41.3455892,-88.8425769,1923
400,72,Charleston,35,Not Named,No Notes,39.4961458,-88.1761521,1923
401,72,Shelbyville,36,Not Named,No Notes,39.4064284,-88.7900689,1924
402,72,Auburn,37,Not Named,No Notes,39.5917197,-89.7464874,1924
403,72,Chicago,38,Not Named,May have been located at Cottage Grove Ave. and 42d St. Gets charter.,41.8781136,-87.6297982,1923
404,72,Joliet,39,Not Named,No Notes,41.525031,-88.0817251,1923
405,72,Marseilles,40,Marseilles Klan,No Notes,41.327778,-88.701111,1923
406,72,East St. Louis,41,George Washington Klan,No Notes,38.624514,-90.1506465,1926
407,72,West Frankfort,43,Twin City Klan,Will again be the best Klan in southern Illinois as it was before.,37.8985966,-88.9233622,1930
408,72,Sterling,44,Not Named,Connection with Rock Falls,41.788642,-89.6962194,1930
409,72,Newton,45,Colonial Klan,No Notes,38.9908766,-88.1625389,1924
410,72,Stanford,54,Not Named,No Notes,40.4347608,-89.2178643,1923
411,72,Lockport,55,Not Named,No Notes,41.588611,-88.047222,1923
412,72,Champaign-Urbana,56,Zenith Klan,No Notes,40.1105875,-88.2072697,1923
413,72,Mt. Carmel,56,Not Named,No Notes,38.4108801,-87.7614174,1925
414,72,Harvey,64,Not Named,No Notes,41.6100344,-87.6467131,1923
415,72,Chicago,70,Midwest Klan,No Notes,41.8781136,-87.6297982,1923
416,72,Bloomington,71,Not Named,Also referenced as Bloomington and Bloomington Valley,40.4842027,-88.9936873,1923
417,72,Winchester,72,Stephen A. Douglas Klan,No Notes,39.6297689,-90.4562355,1924
418,72,Lexington,75,Not Named,No Notes,40.6414237,-88.7834001,1924
419,72,Rockford,76,Black Hawk Klan,No Notes,42.2711311,-89.0939952,1923
420,72,LaSalle,77,Starved Rock Klan,No Notes,41.3621503,-89.0418249,1923
421,72,Waukegan,80,Not Named,No Notes,42.3636331,-87.8447938,1924
422,72,Nokomis,81,Not Named,No Notes,39.3011566,-89.285085,1923
423,72,Edgar County,86,Not Named,No Notes,39.7131223,-87.7763333,1924
424,72,Alton,87,Christie Klan,No Notes,38.8906038,-90.1842764,1931
425,72,Bloomington,88,Ever Ready Klan,No Notes,40.4842027,-88.9936873,1927
426,72,Decatur,89,Not Named,No Notes,39.8403147,-88.9548001,1923
427,72,Elgin,93,Watch City Klan,No Notes,42.0354084,-88.2825668,1923
428,72,Chicago,95,Not Named,No Notes,41.8781136,-87.6297982,1923
429,72,Litchfield,100,Not Named,No Notes,39.1753256,-89.6542579,1926
430,72,Venice,101,James A. Garfield Klan,No Notes,38.6722727,-90.169832,1924
431,72,Logan County,102,Not Named,Connection with Lincoln. AKA the Logan County Klan,40.159443,-89.3341669,1924
432,72,Shabbona,103,Not Named,No Notes,41.7680851,-88.8770311,1925
433,72,Pana,105,Not Named,No Notes,39.3889311,-89.0800809,1924
434,72,Chicago,108,Not Named,No Notes,41.8781136,-87.6297982,1923
435,72,Farmer City,108,DeWitt Clinton Klan,No Notes,40.2433676,-88.6425668,1924
436,72,Chicago,109,Thomas Jefferson Klan,No Notes,41.8781136,-87.6297982,1924
437,72,Assumption,114,Not Named,No Notes,39.5203188,-89.0489712,1924
438,72,Clinton,118,DeWitt Clinton Klan,No Notes,40.1536479,-88.9645253,1931
439,72,East Chicago,122,Not Named,No Notes,41.8781136,-87.6297982,1926
440,72,Knox,123,Not Named,No Notes,40.9342048,-90.2548467,1924
441,72,Kankankee,130,Excelsior Klan,Connection with Bradley,41.1200325,-87.8611531,1926
442,72,Galesburg,133,Knox County Klan,No Notes,40.9478158,-90.3712395,1926
443,72,Belvidere,135,Not Named,Changed its name to Little Thunder Klan. Connection to Boone County,42.2639098,-88.8442674,1932
444,72,Stark County,140,Not Named,No Notes,41.0795661,-89.8130356,1930
445,72,East St. Louis,143,George Washington Klan,[see 41],38.624514,-90.1506465,1925
446,72,Peoria County,144,Not Named,No Notes,40.7156396,-89.7755338,1931
447,72,Berwyn,146,Not Named,No Notes,41.8505874,-87.7936685,1932
448,72,Lincoln,152,Logan County Klan,No Notes,40.1483768,-89.3648183,1926
449,72,Joliet,153,Will County,No Notes,41.525031,-88.0817251,1933
450,72,Wilmette,162,North Shore Klan,No Notes,42.0722513,-87.7228384,1925
451,72,Olney,164,Richland County,No Notes,38.7308811,-88.0853154,1925
452,72,Kewanee,172,Warren County Klan,No Notes,41.2455927,-89.9248303,1927
453,72,Monmouth,173,Warren County Klan,No Notes,40.9114271,-90.6473576,1927
454,72,Chatham,181,Not Named,No Notes,39.676163,-89.7045439,1925
455,72,DeKalb,187,Not Named,No Notes,41.9294736,-88.7503647,1932
456,72,El Paso,189,Woodford County,No Notes,40.7392017,-89.0164626,1926
457,72,Harvard,197,Not Named,Connection with Howard,42.422241,-88.6137101,1926
458,72,Chicago,201,Nathan Hale Klan,"Nathan Hale, Downer's Grove",41.8781136,-87.6297982,1930
459,72,Kewanee,202,Not Named,No Notes,41.2455927,-89.9248303,1926
460,72,Chicago,209,Logan Square Klan,No Notes,41.8781136,-87.6297982,1927
461,72,Chicago,210,Theodore Roosevelt Klan,No Notes,41.8781136,-87.6297982,1929
462,72,Chicago,211,Fort Dearborn Klan,No Notes,41.8781136,-87.6297982,1930
463,72,Chicago,212,Old Ironsides Klan,No Notes,41.8781136,-87.6297982,1926
464,72,Chicago,213,Uptown Klan,No Notes,41.8781136,-87.6297982,1930
465,72,Chicago,214,Fidelity Klan,No Notes,41.8781136,-87.6297982,1929
466,72,Chicago,216,Nathan Hale Klan,"Monitor, 26 Sep 31)",41.8781136,-87.6297982,1929
467,72,Erie,230,Rock Creek,No Notes,41.6564203,-90.0792859,1926
468,72,Elgin,246,Watch City,No Notes,42.0354084,-88.2825668,1930
469,72,Irving Park,249,Not Named,No Notes,41.9529604,-87.7212413,1933
470,72,Mt. Morris,252,Not Named,No Notes,42.0503062,-89.4312201,1930
471,72,Oregon,256,Not Named,No Notes,42.0147513,-89.3323279,1929
472,72,Chicago,269,Not Named,Connection with Ravenswood,41.8781136,-87.6297982,1930
473,72,West Frankfort,270,Not Named,"First public appearance ""in more than five years."" in May 1931",37.8985966,-88.9233622,1931
474,73,Des Moines,1,Pioneer Klan,"received back its old charter, issued April 1922",41.6005448,-93.6091064,1923
475,73,Sanborn,2,Daniel Boone Klan,O'Brien County,43.1816421,-95.6555674,1923
476,73,Davenport,5,Abraham Lincoln Klan,No Notes,41.5236437,-90.5776367,1925
477,73,Mason City,7,Betsy Ross Klan,No Notes,43.1535728,-93.2010367,1923
478,73,Perry,11,Dallas County Klan,Perry,41.8385964,-94.1071797,1924
479,73,Jones County,13,Jones County Klan,No Notes,42.1516737,-91.135302,1926
480,73,Clay County,16,Not Named,Peterson Unit,43.080833,-95.149444,1925
481,73,Sioux City,17,Woodbury County,No Notes,42.4999942,-96.4003069,1929
482,73,Creston,19,Union County Klan,No Notes,41.0586002,-94.3613474,1927
483,73,Dubuque Country,20,Dubuque County Klan,No Notes,42.4694679,-90.8294002,1926
484,73,Marshalltown,21,Marshall County,No Notes,42.0494674,-92.9080375,1925
485,73,O'Brien County,23,Not Named,No Notes,43.1131245,-95.6457951,1933
486,73,Floyd County,26,Not Named,No Notes,43.0615947,-92.8577105,1926
487,73,Keokuk,28,Not Named,No Notes,40.4044731,-91.3963966,1934
488,73,Manchester,31,Delaware County,No Notes,42.4857853,-91.4579698,1925
489,73,Ottumwa,33,Wapello County,No Notes,41.0160293,-92.4083022,1929
490,73,Mechanicsville,34,Cedar County Klan,No Notes,41.9027909,-91.2546067,1926
491,73,Tipton,34,Not Named,No Notes,41.7697434,-91.1279349,1932
492,73,Muscatine County,39,Not Named,No Notes,41.5156913,-91.135302,1925
493,73,Jackson County,44,Jackson County Klan,No Notes,42.170278,-90.575,1926
494,73,Cass County,47,Griswold Unit,No Notes,41.2538068,-94.976654,1925
495,73,Newton,50,Jasper County Klan,No Notes,41.7033177,-93.0573533,1930
496,73,Knoxville,61,Not Named,No Notes,41.320343,-93.09967,1930
497,73,Boone,68,Not Named,No Notes,42.0597047,-93.8802273,1925
498,73,Council Bluffs,69,Not Named,No Notes,41.2619444,-95.8608333,1931
499,73,Cedar Rapids,78,Not Named,No Notes,41.9778795,-91.6656232,1927
500,73,Emerson,88,Not Named,No Notes,41.0172179,-95.4022179,1930
501,73,Red Oak,0,Oak Klan,No Notes,41.0170937,-95.2214477,1926
502,74,Augusta,2,Frontier Klan,No Notes,37.6866844,-96.9767023,1923
503,74,Florence,4,Not Named,No Notes,38.244462,-96.9280786,1923
504,74,Kansas City,5,Wyandotte Klan,No Notes,39.114053,-94.6274636,1922
505,74,Wichita,6,Not Named,No Notes,37.688889,-97.336111,1923
506,74,Coffeyville,7,Not Named,No Notes,37.0373005,-95.6163665,1922
507,74,Caney,8,Not Named,No Notes,37.0114608,-95.9352584,1923
508,74,Bonner Springs,8,Not Named,No Notes,39.059726,-94.8835754,1924
509,74,Bonner Springs,9,Not Named,No Notes,39.059726,-94.8835754,1923
510,74,Independence,10,Not Named,No Notes,37.2242358,-95.7083131,1923
511,74,Independence,0,Not Named,No Notes,37.2242358,-95.7083131,1922
512,74,Wathena,12,Not Named,AKA Walthena Sphinx Klan,39.7591606,-94.9496907,1924
513,74,Kiowa,15,Not Named,Charles McBrayer Klan,37.0172493,-98.4853539,1923
514,74,Medicine Lodge,18,Not Named,No Notes,37.2811339,-98.580361,1923
515,74,Elwood,19,Not Named,[See also Indiana],39.7555499,-94.8724661,1923
516,74,Columbus,20,Not Named,No Notes,37.1692278,-94.8441239,1928
517,74,Winfield,21,Not Named,No Notes,37.2397486,-96.9955918,1923
518,74,Pittsburg,22,Not Named,No Notes,37.410884,-94.70496,1923
519,74,Kiwi,23,Not Named,No Notes,37.7108299,-97.5008821,1923
520,74,Great Bend,25,Not Named,No Notes,38.3644567,-98.7648073,1923
521,74,Atchison,27,Not Named,No Notes,39.5630521,-95.1216356,1923
522,74,Chanute,28,Not Named,No Notes,37.6792135,-95.4572034,1923
523,74,Leonora,29,Not Named,No Notes,39.61056,-100.0026272,1931
524,74,Parsons,32,Not Named,No Notes,37.3403384,-95.2610838,1924
525,74,Shawnee,35,Not Named,No Notes,39.0228485,-94.7151865,1923
526,74,Hiawatha,39,Not Named,No Notes,39.8525,-95.536389,1926
527,74,Dexter,44,Not Named,No Notes,37.1772513,-96.7144722,1923
528,74,Hamilton,44,Not Named,No Notes,37.9794705,-96.1641647,1925
529,74,Udall,46,Not Named,No Notes,37.3875221,-97.1142063,1923
530,74,Oxford,48,Not Named,No Notes,37.2741908,-97.1689296,1923
531,74,Newton,49,Not Named,No Notes,38.0466779,-97.3450365,1925
532,74,Cherryvale,51,Not Named,No Notes,37.270344,-95.5524788,1923
533,74,Rossville,57,Not Named,No Notes,39.1361097,-95.9516563,1923
534,74,Oskaloosa,58,Not Named,No Notes,39.215277,-95.3127498,1923
535,74,Douglass,60,Not Named,No Notes,37.5194642,-97.0128147,1923
536,74,Bunker Hill,62,Bunker Hill Klan,No Notes,38.8758445,-98.7039655,1924
537,74,Overbrook,65,Osage County,No Notes,38.7805607,-95.5572026,1924
538,74,Linwood,68,Not Named,No Notes,39.001392,-95.0391356,1923
539,74,Valley Falls,69,Not Named,No Notes,39.3433316,-95.460253,1924
540,74,Hoisington,70,Not Named,No Notes,38.5180672,-98.7781394,1923
541,74,Topeka,78,Not Named,No Notes,39.0558235,-95.6890185,1923
542,74,Onaga,81,Not Named,No Notes,39.4888846,-96.1699986,1925
543,74,Tonganoxie,88,Not Named,No Notes,39.109724,-95.0877465,1924
544,74,Mullinsville,89,Not Named,No Notes,37.5861307,-99.475674,1924
545,74,Osawatomie,91,John Brown Klan,No Notes,38.4972372,-94.9505207,1924
546,74,Neodesha,99,Little Bear Klan,No Notes,37.4183929,-95.6802581,1926
547,74,Stafford,109,Not Named,No Notes,37.9622371,-98.6006375,1924
548,74,Osage City,140,Not Named,No Notes,38.6338981,-95.8258207,1926
549,74,Miltonvale,142,Not Named,No Notes,39.3483299,-97.4461408,1926
550,74,Conway Springs,145,Not Named,No Notes,37.3902975,-97.6422723,1924
551,74,Salina,146,Not Named,No Notes,38.8402805,-97.6114237,1931
552,74,Leavenworth,150,Not Named,No Notes,39.3111112,-94.9224637,1927
553,74,Council Grove,161,Not Named,No Notes,38.6611187,-96.4919473,1926
554,74,Abilene,172,Not Named,No Notes,38.9172216,-97.2139094,1926
555,74,Little River,175,Not Named,No Notes,38.3980652,-98.0119966,1926
556,74,Chase County,190,Not Named,just chartered in January 1925,38.3,-96.583333,1925
557,74,Hutchinson,207,Not Named,No Notes,38.0608445,-97.9297743,1927
558,74,Hamilton,211,Not Named,No Notes,37.9794705,-96.1641647,1925
559,74,Sterling,222,Not Named,No Notes,38.2100111,-98.2070059,1930
560,74,Ottawa,243,Franklin County Klan,reorganized in 1935,38.611944,-95.266389,1926
561,74,Greenleaf,248,Not Named,No Notes,39.7283364,-96.9761341,1926
562,75,Covington,1,John B. Castleman Klan,"Kenton County, oldest klan in KY",39.0836712,-84.5085536,1923
563,75,Newport,3,Campbell County Klan,No Notes,39.091449,-84.4957757,1927
564,75,Newport,4,Henry Clay Klan,No Notes,39.091449,-84.4957757,1929
565,75,Pendleton County,12,Not Named,No Notes,38.6900889,-84.359802,1925
566,75,Winchester,21,Clark County,No Notes,37.990079,-84.1796503,1932
567,75,Catlettsburg,30,Boyd Klan,No Notes,38.4048042,-82.6004369,1925
568,75,Shelbyville,32,Shelby Klan,No Notes,38.2120144,-85.2235666,1929
569,75,Glasgow,39,Barren Klan,No Notes,36.9958839,-85.9119215,1928
570,75,Frankfort,55,David [sic] Boone Klan,No Notes,38.2009055,-84.8732835,1925
571,75,Lebanon,61,Marion Klan,No Notes,37.5697868,-85.2527381,1925
572,75,Sanford,65,Lincoln Klan,No Notes,37.5311901,-84.6618876,1925
573,75,McCreary County,72,Not Named,No Notes,36.6973499,-84.4802606,1925
574,75,Olive Hill,77,Carter Klan,No Notes,38.3000809,-83.1740654,1929
575,75,Pineville,85,Not Named,No Notes,36.76203,-83.6949176,1925
576,75,Lexington,87,Fayette Klan,No Notes,38.0405837,-84.5037164,1930
577,75,Black Snake,125,Not Named,No Notes,36.7116839,-83.5140087,1926
578,75,Louisville,127,Not Named,No Notes,38.2526647,-85.7584557,1926
579,75,South Louisville,133,Not Named,No Notes,38.2063016,-85.7692277,1931
580,75,Covington,136,Not Named,No Notes,39.0836712,-84.5085536,1931
581,75,Portland,137,Not Named,May also be from Okloona or Louisville,38.7481239,-84.4477162,1931
582,75,Elizabeth,139,Bourbon Klan,No Notes,38.1211819,-85.9741324,1930
583,75,Louisville,143,Not Named,oldest in the city,38.2526647,-85.7584557,1931
584,75,Glasgow,0,Barren County,No Notes,36.9958839,-85.9119215,1931
585,75,Ashland,0,Boyd Klan,No Notes,38.4784144,-82.6379387,1930
586,85,Pedro Miguel,1,Pacific Klan,Chartered in 1924,9.0186276,-79.612309,1931
587,85,Gatun,2,Atlantic Klan,Chartered in 1924 in Cristobal,9.266667,-79.916667,1931
588,74,El Dorado,1,Pioneer Klan,No Notes,37.821111,-96.858333,1921
589,74,Arkansas City,3,Not Named,No Notes,37.065278,-97.039722,1921
590,74,Winfield,27,Not Named,No Notes,37.239722,-96.995556,1921
591,77,Portland,1,Witham Klan,"Witham Klan named for Dr. W. H. Witham, founder",43.661471,-70.2553259,1923
592,77,York,4,Not Named,No Notes,43.1617483,-70.6482581,1925
593,77,Kittery,5,Not Named,"dateline is August 16th, 1925, no paper identified",43.0881256,-70.736137,1925
594,77,Pittsfield,10,Dirigo Klan,No Notes,44.7825145,-69.3833847,1929
595,77,Presque Isle,12,Not Named,No Notes,46.681153,-68.0158615,1928
596,77,Waterville,26,Not Named,No Notes,44.5520105,-69.6317121,1926
597,77,Auburn,46,Androscoggin County,No Notes,44.0978509,-70.2311655,1925
598,77,South Paris,49,Flanders Klanton,No Notes,44.223681,-70.5133929,1931
599,77,Portland,54,Kumberland Kounty Klan,No Notes,43.661471,-70.2553259,1928
600,78,Hagerstown,1,Not Named,No Notes,39.6417629,-77.7199932,1922
601,78,Baltimore,1,Thomas Dixon Klan,"Chartered Feb 1922(Jackson). Simultaneous cross burnings in Delaware and Maryland, including Baltimore with twenty-five crosses, one for each of the twenty-five Klans in the city (Fiery Cross).",39.2903848,-76.6121893,1923
602,78,Baltimore,2,Jefferson Klan,No Notes,39.2903848,-76.6121893,1923
603,78,Indian Head,2,Not Named,No Notes,38.6001186,-77.1622016,1923
604,78,Hyattsville,2,Not Named,No Notes,38.9559442,-76.9455301,1927
605,78,Hyattsville,3,Not Named,No Notes,38.9559442,-76.9455301,1926
606,78,Perryville,4,Cecil Klan,AKA Cissell Klan,39.5601129,-76.0713385,1924
607,78,Cambridge,5,Choptank Klan,No Notes,38.5631744,-76.0788292,1923
608,78,Annapolis,6,Severn Klan,No Notes,38.9784453,-76.4921829,1930
609,78,Hampden,7,Not Named,No Notes,39.3333706,-76.632607,1923
610,78,Havre de Grace,7,Harford Klan,No Notes,39.5492792,-76.091617,1924
611,78,Hurlock,10,Eagle Klan,No Notes,38.6355387,-75.8615316,1923
612,78,Odenton,11,Not Named,No Notes,39.0839981,-76.7002462,1923
613,78,Brunswick,13,Gibralter Klan,No Notes,39.3142682,-77.6277679,1925
614,78,Hagerstown,14,Dixie Klan,No Notes,39.6417629,-77.7199932,1926
615,78,Centerville,15,Queen Anne's County Klan,No Notes,39.0417785,-76.0663334,1923
616,78,Columbia,17,Kolumbia Klan,No Notes,39.2037144,-76.8610462,1923
617,78,Takoma,18,Not Named,No Notes,38.9725465,-77.0204624,1926
618,78,Oakland,20,Not Named,May have also been number 10 in the state,39.4078747,-79.4067116,1923
619,78,Elkton,23,Elk Klan,"organized ten years ago. 12th anniversary celebrated on 12 Feb 35. Meets in Jr. O. U. A. M. Hall, Childs, Md., every Tuesday",39.6067789,-75.8332718,1927
620,78,Marion,25,Not Named,No Notes,38.0392905,-75.7707639,1925
621,78,Snow Hill,28,Not Named,No Notes,38.1770634,-75.3926959,1923
622,78,Cumberland,37,Fort Cumberland Klan,"Established October 31, 1922 according to FF. Ebay photo has label giving Fort Cumberland Klan No. 37, which seller dates as approximately 1919. Give or take two years.",39.6528654,-78.7625185,1924
623,78,Bethesda,44,Not Named,No Notes,38.984652,-77.0947092,1926
624,78,Baltimore,45,Not Named,No Notes,39.2903848,-76.6121893,1931
625,78,Mt. Rainier,51,Not Named,No Notes,38.9415,-76.9649751,1927
626,78,Rising Sun,52,Not Named,No Notes,39.6978871,-76.0627266,1933
627,78,Capitol Heights,53,Not Named,No Notes,38.8851122,-76.9158068,1932
628,78,Hampden,55,Not Named,"Organized last spring, with 31 members. Since then it has naturalized 35, reinstated 4, and has 11 applications on hand. AKA  Baltimore-Hamden",39.3333706,-76.632607,1929
629,78,Westminster,59,Not Named,No Notes,39.5753791,-76.9958149,1932
630,78,Cumberland,60,Loyal Klan,No Notes,39.6528654,-78.7625185,1933
631,78,Poolsville,63,Not Named,No Notes,39.1459392,-77.4169311,1935
632,79,Boston,1,Mohawk Klan,May have also been located in Charlemont,42.3600825,-71.0588801,1922
633,79,Brockton,2,Mayflower Klan,No Notes,42.0834335,-71.0183787,1927
634,79,Berkshire County,2,Western Gateway Klan,No Notes,42.311782,-73.1821623,1926
635,79,Athol,3,Not Named,No Notes,42.5959329,-72.2267383,1927
636,79,Worcester,4,Not Named,"Organized as a provisional Klan in May 1922, chartered on 25 Mar 26",42.2625932,-71.8022934,1931
637,79,Pittsfield,9,Berkshire Klan,No Notes,42.4500845,-73.2453824,1926
638,79,Northampton,6,Hampshire Klan,No Notes,42.3250896,-72.6412013,1928
639,79,Ward Hill,7,North Essex Klan,No Notes,42.7567572,-71.1036688,1927
640,79,Upton-Whitin,8,Not Named,No Notes,42.4072107,-71.3824374,1926
641,79,Boston,11,Tea Party Klan,"Massachusetts has now become a Realm in 1926 (Fellowship Forum). The Boston Tea Party Klan No. 11, has a very interesting history, while it stands number eleven in the list of chartered Klans in the R",42.3600825,-71.0588801,1926
642,79,Leonminster,13,Paul Revere Klan,AKA Gardner Klan,42.5250906,-71.759794,1930
643,79,Springfield,14,Not Named,Springfield Ethan Allen Klan No. 74 [sic],42.1014831,-72.589811,1922
644,79,Gardner,14,Not Named,No Notes,42.5750883,-71.998133,1927
645,79,Framingham,15,Ashfram Klan,No Notes,42.279286,-71.4161565,1930
646,79,Waltham,17,Gunder Klan,Also attributed as number 16 (Kourier Magainze),42.3764852,-71.2356113,1931
647,79,Lowell,18,Not Named,Hosts Neva Miller Moss,42.6334247,-71.3161718,1929
649,79,Sutton,21,General Rufus Putnam Klan,No Notes,42.1500353,-71.7632878,1931
650,79,Cape Cod,25,Kape Kod Klan,No Notes,41.700808,-70.472904,1932
651,79,Rutland,30,Naquog Klan,"Also attributed to Holden, MA (Kourier Magazine)",42.3695086,-71.9481211,1931
652,79,Lynn,33,Viking Klan,No Notes,42.466763,-70.9494938,1927
653,80,Ann Arbor,1,Arbor Klan,No Notes,42.2808256,-83.7430378,1926
654,80,Flint,4,Not Named,No Notes,43.0125274,-83.6874562,1922
655,80,Genesee,4,Genesee Klan,No Notes,43.0935147,-83.6135572,1931
656,80,Lapeer County,4,Lapeer County Klan,No Notes,43.0482433,-83.1649001,1932
657,80,Jackson County,5,Not Named,No Notes,42.1764362,-84.3542049,1932
658,80,Adrian,16,Lenawee County Klan,No Notes,41.8975471,-84.0371659,1931
659,80,Oakland City,21,Not Named,No Notes,42.7561109,-83.1434573,1926
660,80,Tuscola,23,Not Named,No Notes,43.326413,-83.6571828,1926
661,80,Alena,24,Gratiot Klan,No Notes,44.3148443,-85.6023643,1928
662,80,Port Huron,25,William Jennings Bryan Klan,No Notes,42.9708634,-82.4249142,1926
663,80,Mecosta County,28,Not Named,"Also attributed to Big Rapids, MI. AKA Mecosta County Klan",43.6201025,-85.354965,1930
664,80,Newaygo County,29,Not Named,No Notes,43.5593582,-85.7666645,1923
665,80,St. John's,31,Klinton Kounty Klan,No Notes,43.001143,-84.5591521,1925
666,80,Detroit,32,Dolley Madison Klan,No Notes,42.331427,-83.0457538,1928
667,80,Niles,33,Pottawattamie Klan,No Notes,41.8297694,-86.2541768,1926
668,80,Muskegon,34,Bishop Klan,No Notes,43.2341813,-86.2483921,1925
669,80,Grand Rapids,37,Not Named,No Notes,42.9633599,-85.6680863,1929
670,80,Bay City,41,Not Named,No Notes,43.5944677,-83.8888647,1926
671,80,Hartford,46,Not Named,No Notes,42.2067051,-86.1666876,1926
672,80,Wyandotte,49,Bryan Klan,No Notes,42.2142064,-83.1499239,1930
673,80,Wyandotte,65,Monroe Klan,No Notes,42.2142064,-83.1499239,1926
674,80,Niles,66,Gateway City Klan,No Notes,41.8297694,-86.2541768,1929
675,80,Wayne County,68,Wayne County Klan,Also attributed to Detriot. The name of the Detroit Klan when it finally got its charter in 1925 (Jackson).,42.2790746,-83.336188,1926
676,80,Allegan,77,Cheshire Klan,No Notes,42.5291989,-85.8553031,1927
677,80,Berkeley,91,Not Named,"Chartered June 23, 1926",42.5030908,-83.1835389,1931
678,80,Williamston,104,Not Named,No Notes,42.6889235,-84.2830245,1931
679,80,Iron Mountain,112,Not Named,Seven years old as of June 1931(Kourier Magazine). AKA Kloverland Klan,45.8202334,-88.0659603,1931
680,80,Sault Ste. Marie,118,Lock City Klan,No Notes,44.3148443,-85.6023643,1927
681,80,Flint,121,Dixie Highway Klan,No Notes,43.0125274,-83.6874562,1928
682,80,Kalamazoo,126,Not Named,No Notes,42.2917069,-85.5872286,1931
683,80,Long Rapids,143,Not Named,No Notes,45.1258448,-83.7224883,1931
684,80,Battle Creek,146,Not Named,No Notes,42.3211522,-85.1797142,1929
685,80,Detroit,149,Triangle Klan,Mainly situated in the east side of Detriot,42.331427,-83.0457538,1931
686,80,Pontiac,151,Not Named,No Notes,42.6389216,-83.2910468,1928
687,80,Woodmere,152,Not Named,No Notes,42.3078549,-83.1360117,1931
688,80,Constantine,159,St. Jo Klan,AKA St. Joseph Klan,41.8411603,-85.6686026,1929
689,80,Saginaw,161,Wanigas Klan,No Notes,43.4194699,-83.9508068,1931
690,80,Detroit,165,Not Named,The city's newest and largest Klan,42.331427,-83.0457538,1931
691,80,Flint,166,Friendship Klan,"Chartered Feb 17, 1933",43.0125274,-83.6874562,1933
692,81,Minneapolis,2,North Star Klan,Began August 1921 according to Jackson,44.977753,-93.2650108,1923
693,81,Albert Lea,7,Not Named,No Notes,43.6478006,-93.3686555,1923
694,81,St. James,15,Watowan Klan,No Notes,43.9820734,-94.6283192,1928
695,81,St. Paul,62,Not Named,No Notes,44.9537029,-93.0899578,1928
696,81,St. Paul,236,Not Named,No Notes,44.9537029,-93.0899578,1931
697,81,New Ulm,29,New Ulm Provisional Klan,No Notes,44.3144394,-94.4593018,1923
698,82,Natchez,2,Not Named,No Notes,31.5604442,-91.403171,1924
699,82,Vicksburg,3,Jefferson Davis Klan,No Notes,32.3526456,-90.877882,1921
700,82,Biloxi,4,Not Named,No Notes,30.3960318,-88.8853078,1922
701,82,Logtown,5,Hancock County Klan,No Notes,30.2829726,-89.6211682,1924
702,82,Canton,6,J. Z. George Klan,No Notes,32.6126381,-90.0367512,1922
703,82,New Augusta,16,Not Named,No Notes,31.2024033,-89.0347743,1923
704,82,Hattiesburg,18,Not Named,No Notes,31.3271189,-89.2903392,1922
705,82,McComb,23,Not Named,No Notes,31.2437872,-90.4531535,1928
706,82,Laurel,30,Dr. R. C. Johnston Klan,No Notes,31.6940509,-89.1306124,1926
